movie_title,imdb_score,title_year,num_voted_users,num_critic_for_reviews,num_user_for_reviews,color,director_name,director_facebook_likes,actor_1_name,actor_1_facebook_likes,actor_2_name,actor_2_facebook_likes,actor_3_name,actor_3_facebook_likes,cast_total_facebook_likes,movie_facebook_likes,duration,gross,language,country,content_rating,budget,aspect_ratio
Harry Potter and the Order of the Phoenix ,8,2007.0,355137,329.0,1108.0,Color,David Yates,282.0,Robert Pattinson,21000.0,Daniel Radcliffe,11000.0,Fiona Shaw,687.0,33433,0,138.0,292000866.0,English,UK,PG-13,150000000.0,2.35
Harry Potter and the Goblet of Fire ,8,2005.0,385670,295.0,1896.0,Color,Mike Newell,179.0,Robert Pattinson,21000.0,Daniel Radcliffe,11000.0,Rupert Grint,10000.0,53413,0,157.0,289994397.0,English,UK,PG-13,150000000.0,2.35
Hancock ,6,2008.0,343648,318.0,590.0,Color,Peter Berg,532.0,Will Smith,10000.0,Charlize Theron,9000.0,Eddie Marsan,979.0,21584,0,102.0,227946274.0,English,USA,PG-13,150000000.0,2.35
I Am Legend ,7,2007.0,530870,323.0,1413.0,Color,Francis Lawrence,508.0,Will Smith,10000.0,Alice Braga,1000.0,Willow Smith,558.0,13076,11000,104.0,256386216.0,English,USA,PG-13,150000000.0,2.35
Charlie and the Chocolate Factory ,7,2005.0,320284,276.0,1361.0,Color,Tim Burton,13000.0,Johnny Depp,40000.0,Christopher Lee,16000.0,David Kelly,588.0,57844,0,115.0,206456431.0,English,USA,PG,150000000.0,1.85
Ratatouille ,8,2007.0,473887,318.0,626.0,Color,Brad Bird,663.0,Janeane Garofalo,1000.0,John Ratzenberger,1000.0,Brian Dennehy,954.0,4764,10000,111.0,206435493.0,English,USA,G,150000000.0,2.35
Batman Begins ,8,2005.0,980946,478.0,2685.0,Color,Christopher Nolan,22000.0,Christian Bale,23000.0,Liam Neeson,14000.0,Morgan Freeman,11000.0,59558,15000,128.0,205343774.0,English,USA,PG-13,150000000.0,2.35
Madagascar: Escape 2 Africa ,7,2008.0,146019,167.0,119.0,Color,Eric Darnell,35.0,Bernie Mac,1000.0,Jada Pinkett Smith,851.0,Cedric the Entertainer,436.0,3285,0,89.0,179982968.0,English,USA,PG,150000000.0,1.85
Night at the Museum: Battle of the Smithsonian ,6,2009.0,130272,185.0,209.0,Color,Shawn Levy,189.0,Robin Williams,49000.0,Rami Malek,3000.0,Steve Coogan,1000.0,54039,2000,105.0,177243721.0,English,USA,PG,150000000.0,2.35
X-Men Origins: Wolverine ,7,2009.0,361924,350.0,641.0,Color,Gavin Hood,151.0,Hugh Jackman,20000.0,Ryan Reynolds,16000.0,Dominic Monaghan,2000.0,40054,0,119.0,179883016.0,English,USA,PG-13,150000000.0,2.35
The Matrix Revolutions ,7,2003.0,364948,245.0,2121.0,Color,Lana Wachowski,0.0,Essie Davis,309.0,Collin Chou,269.0,Nona Gaye,233.0,1062,0,129.0,139259759.0,English,Australia,R,150000000.0,2.35
Frozen ,8,2013.0,421658,406.0,904.0,Color,Chris Buck,69.0,Josh Gad,1000.0,Maurice LaMarche,523.0,Livvy Stubenrauch,490.0,2582,58000,102.0,400736600.0,English,USA,PG,150000000.0,2.24
The Matrix Reloaded ,7,2003.0,421818,275.0,2789.0,Color,Lana Wachowski,0.0,Steve Bastoni,234.0,Daniel Bernhardt,198.0,Helmut Bakaitis,30.0,534,0,138.0,281492479.0,English,USA,R,150000000.0,2.35
Thor: The Dark World ,7,2013.0,414070,486.0,532.0,Color,Alan Taylor,230.0,Chris Hemsworth,26000.0,Natalie Portman,20000.0,Anthony Hopkins,12000.0,59803,63000,112.0,206360018.0,English,USA,PG-13,170000000.0,2.35
Mad Max: Fury Road ,8,2015.0,552503,739.0,1588.0,Color,George Miller,750.0,Tom Hardy,27000.0,Charlize Theron,9000.0,Zoë Kravitz,943.0,40025,191000,120.0,153629485.0,English,Australia,R,150000000.0,2.35
Angels & Demons ,7,2009.0,207839,298.0,435.0,Color,Ron Howard,2000.0,Tom Hanks,15000.0,Ayelet Zurer,745.0,Armin Mueller-Stahl,294.0,16948,0,146.0,133375846.0,English,USA,PG-13,150000000.0,2.35
Thor ,7,2011.0,536314,516.0,738.0,Color,Kenneth Branagh,0.0,Chris Hemsworth,26000.0,Natalie Portman,20000.0,Anthony Hopkins,12000.0,60059,63000,115.0,181015141.0,English,USA,PG-13,150000000.0,2.35
Bolt ,7,2008.0,146766,225.0,178.0,Color,Byron Howard,59.0,Chloë Grace Moretz,17000.0,Diedrich Bader,759.0,James Lipton,699.0,20007,0,96.0,114053579.0,English,USA,PG,150000000.0,1.85
G-Force ,5,2009.0,33042,145.0,90.0,Color,Hoyt Yeatman,12.0,Kelli Garner,730.0,Piper Mackenzie Harris,607.0,Niecy Nash,182.0,2217,0,88.0,119420252.0,English,USA,PG,150000000.0,2.35
Wrath of the Titans ,6,2012.0,152826,310.0,253.0,Color,Jonathan Liebesman,473.0,Liam Neeson,14000.0,Edgar Ramírez,897.0,Lily James,502.0,16184,19000,99.0,83640426.0,English,USA,PG-13,150000000.0,1.85
Dark Shadows ,6,2012.0,199039,526.0,479.0,Color,Tim Burton,13000.0,Johnny Depp,40000.0,Chloë Grace Moretz,17000.0,Christopher Lee,16000.0,80849,82000,113.0,79711678.0,English,USA,PG-13,100000000.0,1.85
Mission: Impossible - Rogue Nation ,7,2015.0,232187,465.0,440.0,Color,Christopher McQuarrie,188.0,Tom Cruise,10000.0,Jeremy Renner,10000.0,Sean Harris,641.0,21840,47000,131.0,195000874.0,English,China,PG-13,150000000.0,2.35
The Wolfman ,6,2010.0,89442,357.0,432.0,Color,Joe Johnston,394.0,Anthony Hopkins,12000.0,Simon Merrells,490.0,Art Malik,162.0,13071,0,119.0,61937495.0,English,USA,R,150000000.0,1.85
The Legend of Tarzan ,7,2016.0,42372,248.0,239.0,Color,David Yates,282.0,Christoph Waltz,11000.0,Alexander Skarsgård,10000.0,Casper Crump,103.0,21175,29000,110.0,124051759.0,English,USA,PG-13,180000000.0,2.35
Bee Movie ,6,2007.0,105902,194.0,206.0,Color,Steve Hickner,58.0,Matthew Broderick,2000.0,Oprah Winfrey,852.0,Rip Torn,826.0,6576,0,91.0,126597121.0,English,USA,PG,150000000.0,1.85
Kung Fu Panda 2 ,7,2011.0,182718,284.0,209.0,Color,Jennifer Yuh Nelson,90.0,Angelina Jolie Pitt,11000.0,Gary Oldman,10000.0,Mike Bell,15.0,21015,20000,90.0,165230261.0,English,USA,PG,150000000.0,2.35
The Last Airbender ,4,2010.0,118951,280.0,1382.0,Color,M. Night Shyamalan,0.0,Seychelle Gabriel,1000.0,Noah Ringer,756.0,Aasif Mandvi,346.0,2857,18000,103.0,131564731.0,English,USA,PG,150000000.0,2.35
Mission: Impossible III ,7,2006.0,256695,310.0,871.0,Color,J.J. Abrams,14000.0,Philip Seymour Hoffman,22000.0,Tom Cruise,10000.0,Eddie Marsan,979.0,34817,0,124.0,133382309.0,English,USA,PG-13,150000000.0,2.35
White House Down ,6,2013.0,164238,339.0,434.0,Color,Roland Emmerich,776.0,Channing Tatum,17000.0,Jake Weber,551.0,Matt Craven,256.0,18204,33000,131.0,73103784.0,English,USA,PG-13,150000000.0,2.35
Mars Needs Moms ,5,2011.0,17590,132.0,112.0,Color,Simon Wells,25.0,Elisabeth Harnois,921.0,Dan Fogler,562.0,Tom Everett Scott,433.0,2652,0,88.0,21379315.0,English,USA,PG,150000000.0,2.35
Flushed Away ,7,2006.0,85086,135.0,122.0,Color,David Bowers,42.0,Hugh Jackman,20000.0,Kate Winslet,14000.0,David Suchet,586.0,35161,0,85.0,64459316.0,English,UK,PG,149000000.0,1.85
Pan ,6,2015.0,39956,256.0,186.0,Color,Joe Wright,456.0,Hugh Jackman,20000.0,Cara Delevingne,548.0,Nonso Anozie,394.0,21393,24000,111.0,34964818.0,English,USA,PG,150000000.0,2.35
Mr. Peabody & Sherman ,7,2014.0,47900,196.0,130.0,Color,Rob Minkoff,50.0,Ty Burrell,3000.0,Zach Callison,1000.0,Karan Brar,517.0,5810,11000,92.0,111505642.0,English,USA,PG,145000000.0,1.85
Troy ,7,2004.0,381672,220.0,1694.0,Color,Wolfgang Petersen,249.0,Brad Pitt,11000.0,Orlando Bloom,5000.0,Julian Glover,844.0,17944,0,196.0,133228348.0,English,USA,R,175000000.0,2.35
Madagascar 3: Europe's Most Wanted ,7,2012.0,119213,211.0,154.0,Color,Eric Darnell,35.0,Jada Pinkett Smith,851.0,Martin Short,770.0,Cedric the Entertainer,436.0,2444,17000,93.0,216366733.0,English,USA,PG,145000000.0,1.85
Die Another Day ,6,2002.0,169914,264.0,1185.0, Black and White,Lee Tamahori,93.0,Toby Stephens,769.0,Colin Salmon,766.0,Rick Yune,746.0,2538,0,133.0,160201106.0,English,UK,PG-13,142000000.0,2.35
Ghostbusters ,6,2016.0,69757,464.0,1211.0,Color,Paul Feig,176.0,Ed Begley Jr.,783.0,Kate McKinnon,370.0,Zach Woods,322.0,2097,62000,116.0,118099659.0,English,USA,PG-13,144000000.0,2.35
Armageddon ,7,1998.0,322395,167.0,1171.0,Color,Michael Bay,0.0,Bruce Willis,13000.0,Steve Buscemi,12000.0,Will Patton,537.0,26029,11000,153.0,201573391.0,English,USA,PG-13,140000000.0,2.35
Men in Black II ,6,2002.0,270207,208.0,606.0,Color,Barry Sonnenfeld,188.0,Will Smith,10000.0,Rosario Dawson,3000.0,Rip Torn,826.0,14823,2000,88.0,190418803.0,English,USA,PG-13,140000000.0,1.85
Beowulf ,6,2007.0,142440,287.0,505.0,Color,Robert Zemeckis,0.0,Robin Wright,18000.0,Anthony Hopkins,12000.0,Sebastian Roché,964.0,31523,3000,115.0,82161969.0,English,USA,PG-13,150000000.0,2.35
Kung Fu Panda 3 ,7,2016.0,64322,210.0,145.0,Color,Alessandro Carloni,5.0,J.K. Simmons,24000.0,Angelina Jolie Pitt,11000.0,Wayne Knight,967.0,36095,24000,95.0,143523463.0,English,USA,PG,145000000.0,2.35
Mission: Impossible - Ghost Protocol ,7,2011.0,365104,432.0,512.0,Color,Brad Bird,663.0,Tom Cruise,10000.0,Jeremy Renner,10000.0,Michael Nyqvist,690.0,21768,35000,133.0,209364921.0,English,USA,PG-13,145000000.0,2.35
Rise of the Guardians ,7,2012.0,123553,256.0,174.0,Color,Peter Ramsey,52.0,Hugh Jackman,20000.0,Kamil McFadden,315.0,Khamani Griffin,161.0,20645,25000,97.0,103400692.0,English,USA,PG,145000000.0,1.85
Fun with Dick and Jane ,6,2005.0,110788,135.0,258.0,Color,Dean Parisot,23.0,John Michael Higgins,957.0,Richard Burgi,550.0,David Herman,233.0,1997,2000,90.0,110332737.0,English,USA,PG-13,100000000.0,2.35
The Last Samurai ,8,2003.0,317166,190.0,928.0,Color,Edward Zwick,380.0,Tom Cruise,10000.0,Tony Goldwyn,956.0,Chad Lindberg,445.0,11945,0,154.0,111110575.0,English,USA,R,140000000.0,2.35
Exodus: Gods and Kings ,6,2014.0,128682,314.0,657.0,Color,Ridley Scott,0.0,Christian Bale,23000.0,María Valverde,893.0,Ben Mendelsohn,748.0,26490,51000,150.0,65007045.0,English,UK,PG-13,140000000.0,2.35
Star Trek ,8,2009.0,504419,518.0,1559.0,Color,J.J. Abrams,14000.0,Chris Hemsworth,26000.0,Leonard Nimoy,12000.0,Bruce Greenwood,981.0,39284,19000,127.0,257704099.0,English,USA,PG-13,150000000.0,2.35
Spider-Man ,7,2002.0,544665,291.0,2012.0,Color,Sam Raimi,0.0,J.K. Simmons,24000.0,James Franco,11000.0,Kirsten Dunst,4000.0,40484,5000,121.0,403706375.0,English,USA,PG-13,139000000.0,1.85
How to Train Your Dragon 2 ,8,2014.0,221128,292.0,343.0,Color,Dean DeBlois,255.0,Gerard Butler,18000.0,Djimon Hounsou,3000.0,America Ferrera,953.0,23378,46000,102.0,176997107.0,English,USA,PG,145000000.0,2.35
Gods of Egypt ,6,2016.0,51892,184.0,273.0,Color,Alex Proyas,295.0,Gerard Butler,18000.0,Elodie Yung,934.0,Bryan Brown,284.0,19769,24000,126.0,31141074.0,English,USA,PG-13,140000000.0,2.35
Stealth ,5,2005.0,45455,145.0,388.0,Color,Rob Cohen,357.0,Sam Shepard,820.0,Joe Morton,780.0,Richard Roxburgh,653.0,2705,0,121.0,31704416.0,English,USA,PG-13,135000000.0,2.35
Watchmen ,8,2009.0,392474,451.0,1229.0,Color,Zack Snyder,0.0,Matt Frewer,986.0,Billy Crudup,745.0,Stephen McHattie,413.0,2530,18000,215.0,107503316.0,English,USA,R,130000000.0,2.35
Lethal Weapon 4 ,7,1998.0,127497,141.0,287.0,Color,Richard Donner,503.0,Jet Li,5000.0,Rene Russo,808.0,Darlene Love,91.0,6171,0,127.0,129734803.0,English,USA,R,140000000.0,2.35
Hulk ,6,2003.0,212106,267.0,1445.0,Color,Ang Lee,0.0,Kevin Rankin,820.0,Regi Davis,300.0,Celia Weston,258.0,1814,0,138.0,132122995.0,English,USA,PG-13,137000000.0,1.85
G.I. Joe: Retaliation ,6,2013.0,146352,351.0,288.0,Color,Jon M. Chu,209.0,Channing Tatum,17000.0,Dwayne Johnson,12000.0,Elodie Yung,934.0,31958,42000,122.0,122512052.0,English,USA,PG-13,130000000.0,2.35
Sahara ,6,2005.0,77673,163.0,463.0,Color,Breck Eisner,42.0,Matthew McConaughey,11000.0,Rainn Wilson,973.0,Delroy Lindo,848.0,13073,0,124.0,68642452.0,English,UK,PG-13,130000000.0,2.35
Final Fantasy: The Spirits Within ,6,2001.0,72259,166.0,788.0,Color,Hironobu Sakaguchi,6.0,Steve Buscemi,12000.0,Ming-Na Wen,2000.0,Jean Simmons,422.0,15015,0,106.0,32131830.0,English,USA,PG-13,137000000.0,1.85
Captain America: The First Avenger ,7,2011.0,508818,510.0,679.0,Color,Joe Johnston,394.0,Chris Evans,11000.0,Dominic Cooper,3000.0,Hayley Atwell,2000.0,19761,46000,124.0,176636816.0,English,USA,PG-13,140000000.0,2.35
The World Is Not Enough ,6,1999.0,157519,197.0,683.0,Color,Michael Apted,150.0,Colin Salmon,766.0,Maria Grazia Cucinotta,536.0,Desmond Llewelyn,244.0,2037,2000,128.0,126930660.0,English,UK,PG-13,135000000.0,2.35
Master and Commander: The Far Side of the World ,7,2003.0,168207,244.0,684.0,Color,Peter Weir,608.0,James D'Arcy,613.0,Lee Ingleby,172.0,David Threlfall,168.0,1205,0,138.0,93926386.0,English,USA,PG-13,150000000.0,2.35
The Twilight Saga: Breaking Dawn - Part 2 ,6,2012.0,185394,322.0,329.0,Color,Bill Condon,386.0,Robert Pattinson,21000.0,Kristen Stewart,17000.0,Taylor Lautner,12000.0,59177,65000,115.0,292298923.0,English,USA,PG-13,120000000.0,2.35
Happy Feet 2 ,6,2011.0,32399,156.0,79.0,Color,George Miller,750.0,Robin Williams,49000.0,Brad Pitt,11000.0,Common,988.0,62644,0,100.0,63992328.0,English,Australia,PG,135000000.0,2.35
The Incredible Hulk ,7,2008.0,326286,354.0,643.0,Color,Louis Leterrier,255.0,Ty Burrell,3000.0,Peter Mensah,1000.0,William Hurt,882.0,5811,0,135.0,134518390.0,English,USA,PG-13,150000000.0,2.35
Miami Vice             ,8,,16769,21.0,74.0,Color,,,Don Johnson,982.0,Philip Michael Thomas,321.0,John Diehl,184.0,1687,0,60.0,,English,USA,TV-14,1500000.0,1.33
The BFG ,7,2016.0,12572,252.0,106.0,Color,Steven Spielberg,14000.0,Mark Rylance,535.0,Penelope Wilton,400.0,Rafe Spall,358.0,1950,27000,117.0,52792307.0,English,UK,PG,140000000.0,2.35
The Revenant ,8,2015.0,406020,556.0,1188.0,Color,Alejandro G. Iñárritu,0.0,Leonardo DiCaprio,29000.0,Tom Hardy,27000.0,Lukas Haas,733.0,57108,190000,156.0,183635922.0,English,USA,R,135000000.0,2.35
Turbo ,6,2013.0,62424,166.0,90.0,Color,David Soren,13.0,Ryan Reynolds,16000.0,Snoop Dogg,881.0,Ben Schwartz,463.0,17416,13000,96.0,83024900.0,English,USA,PG,135000000.0,2.35
Rango ,7,2011.0,183208,362.0,337.0,Color,Gore Verbinski,563.0,Johnny Depp,40000.0,Ray Winstone,1000.0,Stephen Root,939.0,43291,26000,107.0,123207194.0,English,USA,PG,135000000.0,2.35
Penguins of Madagascar ,7,2014.0,60230,153.0,118.0,Color,Eric Darnell,35.0,Benedict Cumberbatch,19000.0,Annet Mahendru,411.0,Andy Richter,179.0,19963,11000,92.0,83348920.0,English,USA,PG,132000000.0,1.85
The Bourne Ultimatum ,8,2007.0,491077,329.0,820.0,Color,Paul Greengrass,521.0,Matt Damon,13000.0,Edgar Ramírez,897.0,Albert Finney,883.0,17369,0,115.0,227137090.0,English,USA,PG-13,110000000.0,2.35
Kung Fu Panda ,8,2008.0,307029,266.0,360.0,Color,Mark Osborne,54.0,Angelina Jolie Pitt,11000.0,Wayne Knight,967.0,Dan Fogler,562.0,12754,6000,92.0,215395021.0,English,USA,PG,130000000.0,2.35
Ant-Man ,7,2015.0,313866,517.0,549.0,Color,Peyton Reed,235.0,Judy Greer,2000.0,Hayley Atwell,2000.0,T.I.,680.0,5730,61000,117.0,180191634.0,English,USA,PG-13,130000000.0,1.85
The Hunger Games: Catching Fire ,8,2013.0,498397,502.0,706.0,Color,Francis Lawrence,508.0,Jennifer Lawrence,34000.0,Josh Hutcherson,14000.0,Sandra Ellis Lafferty,523.0,49355,82000,146.0,424645577.0,English,USA,PG-13,130000000.0,2.35
The Twilight Saga: Breaking Dawn - Part 2 ,6,2012.0,185394,322.0,329.0,Color,Bill Condon,386.0,Robert Pattinson,21000.0,Kristen Stewart,17000.0,Taylor Lautner,12000.0,59177,65000,115.0,292298923.0,English,USA,PG-13,120000000.0,2.35
Home ,7,2015.0,70121,165.0,214.0,Color,Tim Johnson,12.0,Jim Parsons,17000.0,Matt Jones,523.0,April Winchell,183.0,17883,26000,94.0,177343675.0,English,USA,PG,135000000.0,1.85
War of the Worlds ,6,2005.0,334345,401.0,2741.0,Color,Steven Spielberg,14000.0,Tom Cruise,10000.0,Lisa Ann Walter,1000.0,Rick Gonzalez,807.0,12758,0,116.0,234277056.0,English,USA,PG-13,132000000.0,1.85
Bad Boys II ,7,2003.0,178126,94.0,511.0,Color,Michael Bay,0.0,Will Smith,10000.0,Henry Rollins,898.0,Jordi Mollà,877.0,12954,0,147.0,138396624.0,English,USA,R,130000000.0,2.35
Puss in Boots ,7,2011.0,114287,246.0,137.0,Color,Chris Miller,50.0,Salma Hayek,4000.0,Constance Marie,442.0,Amy Sedaris,397.0,5046,16000,90.0,149234747.0,English,USA,PG,130000000.0,2.35
Salt ,6,2010.0,245621,330.0,514.0,Color,Phillip Noyce,176.0,Angelina Jolie Pitt,11000.0,Andre Braugher,702.0,August Diehl,282.0,12406,23000,101.0,118311368.0,English,USA,PG-13,110000000.0,2.35
Noah ,6,2014.0,200022,434.0,1240.0,Color,Darren Aronofsky,0.0,Anthony Hopkins,12000.0,Emma Watson,9000.0,Logan Lerman,8000.0,32355,71000,138.0,101160529.0,English,USA,PG-13,125000000.0,1.85
The Adventures of Tintin ,7,2011.0,177383,440.0,447.0,Color,Steven Spielberg,14000.0,Toby Jones,2000.0,Mackenzie Crook,871.0,Tony Curran,845.0,4631,44000,107.0,77564037.0,English,USA,PG,135000000.0,2.35
Harry Potter and the Prisoner of Azkaban ,8,2004.0,382255,274.0,1504.0,Color,Alfonso Cuarón,0.0,Daniel Radcliffe,11000.0,Gary Oldman,10000.0,Rupert Grint,10000.0,33284,11000,142.0,249358727.0,English,UK,PG,130000000.0,2.35
Australia ,7,2008.0,102338,245.0,450.0,Color,Baz Luhrmann,1000.0,Essie Davis,309.0,Bryan Brown,284.0,Eddie Baroo,165.0,921,0,165.0,49551662.0,English,Australia,PG-13,130000000.0,2.35
After Earth ,5,2013.0,158720,349.0,744.0,Color,M. Night Shyamalan,0.0,Will Smith,10000.0,Zoë Kravitz,943.0,Glenn Morshower,894.0,14168,37000,100.0,60522097.0,English,USA,PG-13,130000000.0,2.35
Dinosaur ,6,2000.0,38438,145.0,241.0,Color,Eric Leighton,0.0,Alfre Woodard,1000.0,D.B. Sweeney,558.0,Della Reese,388.0,2945,0,82.0,137748063.0,English,USA,PG,127500000.0,1.85
Harry Potter and the Deathly Hallows: Part II ,8,2011.0,381,1.0,2.0,Color,Matt Birch,0.0,Rupert Grint,10000.0,Dave Legeno,570.0,Ralph Ineson,159.0,11036,40,,,English,UK,,,
Night at the Museum: Secret of the Tomb ,6,2014.0,67223,154.0,126.0,Color,Shawn Levy,189.0,Robin Williams,49000.0,Rami Malek,3000.0,Steve Coogan,1000.0,53587,11000,98.0,113733726.0,English,USA,PG,127000000.0,1.85
Megamind ,7,2010.0,172754,233.0,187.0,Color,Tom McGrath,96.0,J.K. Simmons,24000.0,Brad Pitt,11000.0,Will Ferrell,8000.0,46120,13000,95.0,148337537.0,English,USA,PG,130000000.0,2.35
Harry Potter and the Sorcerer's Stone ,8,2001.0,444683,258.0,1571.0,Color,Chris Columbus,0.0,Daniel Radcliffe,11000.0,Fiona Shaw,687.0,Verne Troyer,645.0,13191,16000,159.0,317557891.0,English,UK,PG,125000000.0,2.35
R.I.P.D. ,6,2013.0,91640,208.0,210.0,Color,Robert Schwentke,124.0,Ryan Reynolds,16000.0,Jeff Bridges,12000.0,Stephanie Szostak,1000.0,31549,20000,96.0,33592415.0,English,USA,PG-13,130000000.0,2.35
Godzilla Resurgence ,8,2016.0,374,1.0,13.0,Color,Hideaki Anno,28.0,Mark Chinnery,544.0,Shin'ya Tsukamoto,106.0,Atsuko Maeda,12.0,699,0,120.0,,Japanese,Japan,,,2.35
Pirates of the Caribbean: The Curse of the Black Pearl ,8,2003.0,809474,271.0,2113.0,Color,Gore Verbinski,563.0,Johnny Depp,40000.0,Orlando Bloom,5000.0,Jack Davenport,1000.0,48184,10000,143.0,305388685.0,English,USA,PG-13,140000000.0,2.35
Harry Potter and the Deathly Hallows: Part I ,6,2010.0,252,4.0,2.0,Color,Matt Birch,0.0,Rupert Grint,10000.0,Toby Jones,2000.0,Alfred Enoch,1000.0,14719,25,,,English,UK,,,
The Hunger Games: Mockingjay - Part 1 ,7,2014.0,305008,403.0,591.0,Color,Francis Lawrence,508.0,Jennifer Lawrence,34000.0,Philip Seymour Hoffman,22000.0,Josh Hutcherson,14000.0,81385,52000,123.0,337103873.0,English,USA,PG-13,125000000.0,2.35
The Da Vinci Code ,7,2006.0,314253,294.0,1966.0,Color,Ron Howard,2000.0,Tom Hanks,15000.0,Seth Gabel,574.0,Jürgen Prochnow,362.0,16008,0,174.0,217536138.0,English,USA,PG-13,125000000.0,2.35
Rio 2 ,6,2014.0,58498,159.0,99.0,Color,Carlos Saldanha,107.0,Miguel Ferrer,688.0,Rachel Crow,237.0,Jeffrey Garcia,56.0,1031,0,101.0,131536019.0,English,USA,G,103000000.0,2.35
X-Men 2 ,8,2003.0,405973,289.0,1055.0,Color,Bryan Singer,0.0,Hugh Jackman,20000.0,Bruce Davison,505.0,Aaron Stanford,346.0,20952,0,134.0,214948780.0,English,Canada,PG-13,110000000.0,2.35
Fast Five ,7,2011.0,284792,342.0,366.0,Color,Justin Lin,681.0,Paul Walker,23000.0,Vin Diesel,14000.0,Dwayne Johnson,12000.0,55345,54000,132.0,209805005.0,English,USA,PG-13,125000000.0,2.35
Sherlock Holmes: A Game of Shadows ,8,2011.0,338635,382.0,412.0,Color,Guy Ritchie,0.0,Robert Downey Jr.,21000.0,Eddie Marsan,979.0,Paul Anderson,154.0,22403,39000,129.0,186830669.0,English,USA,PG-13,125000000.0,2.35
Clash of the Titans ,6,2010.0,229679,344.0,637.0,Color,Louis Leterrier,255.0,Liam Neeson,14000.0,Jason Flemyng,1000.0,Alexa Davalos,850.0,18003,15000,106.0,163192114.0,English,USA,PG-13,125000000.0,2.35
Total Recall ,8,1990.0,240241,196.0,391.0,Color,Paul Verhoeven,719.0,Ronny Cox,605.0,Rachel Ticotin,308.0,Marshall Bell,217.0,1441,0,113.0,119412921.0,English,USA,R,65000000.0,1.85
The 13th Warrior ,7,1999.0,101411,85.0,546.0,Color,John McTiernan,323.0,Tony Curran,845.0,Vladimir Kulich,372.0,Clive Russell,241.0,1815,0,102.0,32694788.0,English,USA,R,85000000.0,2.35
The Bourne Legacy ,7,2012.0,229823,436.0,504.0,Color,Tony Gilroy,209.0,Jeremy Renner,10000.0,Scott Glenn,826.0,Stacy Keach,602.0,12175,31000,135.0,113165635.0,English,USA,PG-13,125000000.0,2.35
Batman & Robin ,4,1997.0,189855,183.0,1018.0,Color,Joel Schumacher,541.0,Michael Gough,920.0,Vivica A. Fox,890.0,John Glover,409.0,2699,0,125.0,107285004.0,English,USA,PG-13,125000000.0,1.85
How the Grinch Stole Christmas ,6,2000.0,141414,175.0,482.0,Color,Ron Howard,2000.0,Clint Howard,1000.0,T.J. Thyne,722.0,Molly Shannon,636.0,4146,0,110.0,260031035.0,English,USA,PG,123000000.0,1.85
The Day After Tomorrow ,6,2004.0,333248,239.0,1159.0,Color,Roland Emmerich,776.0,Jake Gyllenhaal,15000.0,Dennis Quaid,2000.0,Sela Ward,812.0,20553,19000,124.0,186739919.0,English,USA,PG-13,125000000.0,2.35
Mission: Impossible II ,6,2000.0,242188,237.0,1426.0,Color,John Woo,610.0,Tom Cruise,10000.0,Dougray Scott,794.0,Richard Roxburgh,653.0,11930,0,123.0,215397307.0,English,USA,PG-13,125000000.0,2.35
The Perfect Storm ,6,2000.0,133076,231.0,779.0,Color,Wolfgang Petersen,249.0,Karen Allen,784.0,Mary Elizabeth Mastrantonio,638.0,Bob Gunton,461.0,2684,0,130.0,182618434.0,English,USA,PG-13,140000000.0,2.35
Fantastic 4: Rise of the Silver Surfer ,6,2007.0,213275,262.0,436.0,Color,Tim Story,167.0,Chris Evans,11000.0,Ioan Gruffudd,2000.0,Andre Braugher,702.0,15302,0,92.0,131920333.0,English,USA,PG,130000000.0,2.35
Life of Pi ,8,2012.0,440084,552.0,755.0,Color,Ang Lee,0.0,Suraj Sharma,774.0,Rafe Spall,358.0,Tabu,341.0,2121,122000,127.0,124976634.0,English,USA,PG,120000000.0,1.85
Ghost Rider ,5,2007.0,182661,276.0,681.0,Color,Mark Steven Johnson,160.0,Nicolas Cage,12000.0,Matt Long,701.0,Peter Fonda,402.0,14017,0,123.0,115802596.0,English,USA,PG-13,110000000.0,2.35
